COUNT,AREA,FID,MEAN
4.000000000000000,116640.900423726387089,0,0.145910244435072
7.000000000000000,204121.575741521170130,1,0.155356830784253
9.000000000000000,262442.025953384349123,2,0.164304286241531
6.000000000000000,174961.350635589566082,3,0.167268723249435
7.000000000000000,204121.575741521170130,4,0.169760461364474
8.000000000000000,233281.800847452774178,5,0.256592106074095
10.000000000000000,291602.251059315982275,6,0.279987481236458
9.000000000000000,262442.025953384349123,7,0.287017961343129
12.000000000000000,349922.701271179132164,8,0.280382590989272
3.000000000000000,87480.675317794783041,9,0.281576693058014
3.000000000000000,87480.675317794783041,10,0.282989124457041
4.000000000000000,116640.900423726387089,11,0.281630605459213
4.000000000000000,116640.900423726387089,12,0.288655675947666
7.000000000000000,204121.575741521170130,13,0.301398911646434
4.000000000000000,116640.900423726387089,14,0.308144986629486
10.000000000000000,291602.251059315982275,15,0.317987775802612
8.000000000000000,233281.800847452774178,16,0.328498907387257
10.000000000000000,291602.251059315982275,17,0.334024536609650
10.000000000000000,291602.251059315982275,18,0.345891705155373
7.000000000000000,204121.575741521170130,19,0.345180439097541
3.000000000000000,87480.675317794783041,20,0.330918977657954
6.000000000000000,174961.350635589566082,21,0.113314379006624
10.000000000000000,291602.251059315982275,22,0.128970728814602
11.000000000000000,320762.476165247557219,23,0.148964548652822
12.000000000000000,349922.701271179132164,24,0.126677322511872
10.000000000000000,291602.251059315982275,25,0.167766001820564
11.000000000000000,320762.476165247557219,26,0.153648780150847
12.000000000000000,349922.701271179132164,27,0.187272943556309
12.000000000000000,349922.701271179132164,28,0.171437078466018
13.000000000000000,379082.926377110765316,29,0.244836588318531
9.000000000000000,262442.025953384349123,30,0.185123321082857
8.000000000000000,233281.800847452774178,31,0.294527165591717
12.000000000000000,349922.701271179132164,32,0.224959344913562
10.000000000000000,291602.251059315982275,33,0.281169611215591
10.000000000000000,291602.251059315982275,34,0.318041226267815
7.000000000000000,204121.575741521170130,35,0.313519396952220
8.000000000000000,233281.800847452774178,36,0.247705046087503
9.000000000000000,262442.025953384349123,37,0.243871418966187
9.000000000000000,262442.025953384349123,38,0.268299821350310
13.000000000000000,379082.926377110765316,39,0.289340353929080
11.000000000000000,320762.476165247557219,40,0.292365778576244
16.000000000000000,466563.601694905548356,41,0.265669645741582
12.000000000000000,349922.701271179132164,42,0.276721609135469
11.000000000000000,320762.476165247557219,43,0.289280214092948
11.000000000000000,320762.476165247557219,44,0.274225088683042
9.000000000000000,262442.025953384349123,45,0.297956026262707
11.000000000000000,320762.476165247557219,46,0.280488290569999
14.000000000000000,408243.151483042340260,47,0.312183188540595
12.000000000000000,349922.701271179132164,48,0.300141622622808
11.000000000000000,320762.476165247557219,49,0.330565035343170
9.000000000000000,262442.025953384349123,50,0.315247658226225
12.000000000000000,349922.701271179132164,51,0.325925581157207
6.000000000000000,174961.350635589566082,52,0.339717706044515
14.000000000000000,408243.151483042340260,53,0.328589083892959
6.000000000000000,174961.350635589566082,54,0.310534179210663
4.000000000000000,116640.900423726387089,55,0.299766533076763
11.000000000000000,320762.476165247557219,56,0.118465139784596
7.000000000000000,204121.575741521170130,57,0.104651437274047
11.000000000000000,320762.476165247557219,58,0.135143430395560
10.000000000000000,291602.251059315982275,59,0.153306633234024
9.000000000000000,262442.025953384349123,60,0.115921359923151
10.000000000000000,291602.251059315982275,61,0.179190447926521
10.000000000000000,291602.251059315982275,62,0.137182237952948
7.000000000000000,204121.575741521170130,63,0.309791428702218
14.000000000000000,408243.151483042340260,64,0.222958160298211
10.000000000000000,291602.251059315982275,65,0.162696167826653
11.000000000000000,320762.476165247557219,66,0.179948580535975
10.000000000000000,291602.251059315982275,67,0.199008290469646
10.000000000000000,291602.251059315982275,68,0.305209705233574
8.000000000000000,233281.800847452774178,69,0.319482568651438
12.000000000000000,349922.701271179132164,70,0.237870307018360
15.000000000000000,437403.376588973973412,71,0.321314674615860
11.000000000000000,320762.476165247557219,72,0.286900558254935
14.000000000000000,408243.151483042340260,73,0.311678207346371
10.000000000000000,291602.251059315982275,74,0.252360625565052
12.000000000000000,349922.701271179132164,75,0.245846716066202
11.000000000000000,320762.476165247557219,76,0.292599480260502
11.000000000000000,320762.476165247557219,77,0.299511687322096
11.000000000000000,320762.476165247557219,78,0.297578838738528
10.000000000000000,291602.251059315982275,79,0.262792986631393
10.000000000000000,291602.251059315982275,80,0.272408136725426
10.000000000000000,291602.251059315982275,81,0.304938504099846
13.000000000000000,379082.926377110765316,82,0.266046466735693
10.000000000000000,291602.251059315982275,83,0.316417926549912
10.000000000000000,291602.251059315982275,84,0.283445751667023
11.000000000000000,320762.476165247557219,85,0.326608451929959
14.000000000000000,408243.151483042340260,86,0.300536770905767
14.000000000000000,408243.151483042340260,87,0.307498350739479
9.000000000000000,262442.025953384349123,88,0.336516045861774
